customer_id,age,gender,region,education_level,employment_type,annual_income,loan_amount,loan_purpose,credit_score,repayment_history,transaction_count,spending_ratio,join_date,default_flag
CUST1427,41,Other,East,Secondary,Salaried,45837.66,13396.79,Education,427,2,93,36.07,2022-11-04 11:04:12.435108,0
CUST1428,30,Female,West,Primary,Salaried,47429.25,26988.28,Business,697,9,19,25.34,2023-01-07 11:04:12.435108,0
CUST1429,24,Male,East,Primary,Salaried,12363.02,24209.73,Education,762,6,23,54.44,2016-10-17 11:04:12.435108,0
CUST1430,53,Male,East,Post-Graduate,,39025.5,24920.19,Education,486,10,83,56.71,2023-04-18 11:04:12.435108,0
CUST1431,62,Female,West,Secondary,Unemployed,51856.9,14739.65,Other,489,12,25,26.56,2017-04-08 11:04:12.435108,0
CUST1432,37,Female,North,Secondary,,53197.13,1000.0,Education,687,11,16,78.11,2021-01-19 11:04:12.435108,1
CUST1433,18,Female,West,Graduate,Salaried,29446.5,30971.53,Education,728,8,54,16.74,2023-09-21 11:04:12.435108,0
CUST1434,25,Female,North,Secondary,Salaried,75314.16,15211.63,Business,583,3,73,38.49,2022-11-23 11:04:12.435108,0
CUST1435,63,Female,South,Secondary,Self-Employed,32676.5,11372.24,Other,536,7,1,64.43,2022-09-09 11:04:12.435108,0
CUST1436,33,Male,North,Graduate,Salaried,69389.14,26934.79,Education,493,2,42,31.93,2022-03-19 11:04:12.435108,0
CUST1437,31,Male,North,Secondary,Unemployed,58543.89,16079.87,Car,586,6,19,76.21,2019-11-24 11:04:12.435108,0
CUST1438,29,Male,South,Secondary,Salaried,37075.45,30599.36,Home,435,2,97,69.19,2019-04-11 11:04:12.435108,0
CUST1439,68,Female,North,Secondary,Salaried,85506.22,26170.06,Business,470,11,34,73.12,2018-08-22 11:04:12.435108,0
CUST1440,40,Male,West,Secondary,Salaried,26127.26,26835.69,Education,458,6,80,19.53,2023-11-11 11:04:12.435108,0
CUST1441,32,Female,North,Graduate,Salaried,68383.08,6340.44,Car,500,10,55,21.24,2024-05-19 11:04:12.435108,0
CUST1442,45,Female,South,Secondary,Self-Employed,70011.65,32119.44,Education,786,9,18,32.92,2019-11-15 11:04:12.435108,0
CUST1443,51,Female,West,Secondary,Salaried,36587.6,22612.51,Education,803,9,34,51.45,2019-01-10 11:04:12.435108,0
CUST1444,19,Male,South,Graduate,Salaried,77849.31,16307.23,Other,670,10,89,69.84,2019-04-30 11:04:12.435108,1
CUST1445,49,Female,South,Post-Graduate,Salaried,44999.07,21433.88,Other,402,10,45,76.92,2020-10-15 11:04:12.435108,0
CUST1446,40,Male,East,Primary,Salaried,55773.87,2237.65,Other,424,5,6,66.35,2017-10-26 11:04:12.435108,0
CUST1447,39,Female,East,Post-Graduate,Self-Employed,55206.44,24086.53,Car,612,1,21,84.29,2023-11-19 11:04:12.435108,0
CUST1448,68,Male,South,Graduate,Unemployed,47313.83,9706.28,Education,757,10,70,69.1,2023-08-03 11:04:12.435108,0
CUST1449,42,Male,South,Primary,,66216.17,6473.3,Home,529,2,96,34.5,2019-09-18 11:04:12.435108,0
CUST1450,39,Female,South,Graduate,Self-Employed,65869.77,4776.41,Business,496,5,48,31.21,2021-06-23 11:04:12.435108,0
CUST1451,39,Male,East,Graduate,Salaried,15029.36,31126.88,Other,722,3,39,65.7,2019-11-24 11:04:12.435108,1
CUST1452,66,Male,East,Secondary,Self-Employed,76086.8,13707.37,Other,470,5,31,25.43,2024-10-12 11:04:12.435108,0
CUST1453,69,Female,North,Primary,Salaried,16750.16,35337.28,Education,681,0,10,17.42,2017-03-01 11:04:12.435108,1
CUST1454,59,Female,North,Secondary,Salaried,70650.92,14641.99,Education,472,9,30,52.58,2016-06-15 11:04:12.435108,0
CUST1455,23,Female,South,Primary,Unemployed,72534.1,2926.42,Car,752,11,18,75.73,2021-06-28 11:04:12.435108,1
CUST1456,32,Female,West,Graduate,Salaried,28180.67,8834.76,Car,649,0,60,18.11,2023-04-26 11:04:12.435108,0
CUST1457,60,Female,West,Graduate,Unemployed,41783.71,32358.12,Other,793,2,88,73.35,2022-08-31 11:04:12.435108,0
CUST1458,54,Male,East,Post-Graduate,Salaried,27885.91,18441.02,Education,303,7,73,74.93,2017-06-21 11:04:12.435108,0
CUST1459,50,Male,East,Primary,Self-Employed,45701.58,14517.13,Home,392,7,95,48.58,2017-03-04 11:04:12.435108,0
CUST1460,25,Male,East,Secondary,Self-Employed,43839.31,21600.18,Business,305,10,15,14.58,2022-05-19 11:04:12.435108,1
CUST1461,61,Other,South,Post-Graduate,Unemployed,65593.21,25017.83,Education,587,3,4,23.97,2018-09-28 11:04:12.435108,0
CUST1462,61,Female,West,Post-Graduate,Self-Employed,76206.17,31173.99,Education,445,5,63,66.59,2022-01-09 11:04:12.435108,0
CUST1463,22,Male,North,Post-Graduate,Self-Employed,77913.68,34484.99,Car,723,7,40,66.94,2019-04-29 11:04:12.435108,0
CUST1464,56,Female,South,Secondary,Salaried,38756.64,16402.31,Business,756,6,9,81.87,2017-11-01 11:04:12.435108,0
CUST1465,21,Other,North,Post-Graduate,Self-Employed,45815.56,6739.52,Other,501,10,9,56.61,2020-04-06 11:04:12.435108,0
CUST1466,23,Male,North,Secondary,Salaried,16331.24,15865.35,Education,511,6,26,19.93,2026-03-25 11:04:12.435108,0
CUST1467,62,Female,South,Post-Graduate,Self-Employed,33882.6,22602.81,Other,305,12,4,19.71,2017-02-13 11:04:12.435108,0
CUST1468,49,Female,North,Secondary,Self-Employed,69297.03,10362.41,Education,675,3,81,67.69,2026-03-18 11:04:12.435108,1
CUST1469,69,Female,West,Graduate,Self-Employed,82311.66,10428.49,Other,746,8,16,24.7,2019-02-02 11:04:12.435108,0
CUST1470,47,Male,North,Graduate,Salaried,25313.02,23437.88,Business,405,11,15,36.27,2020-06-29 11:04:12.435108,0
CUST1471,64,Female,West,Graduate,Salaried,38150.71,19513.48,Car,700,9,99,48.98,2019-07-19 11:04:12.435108,0
CUST1472,52,Other,West,Graduate,Self-Employed,49471.88,20327.97,Business,395,5,52,11.98,2018-02-13 11:04:12.435108,0
CUST1473,57,Female,West,Graduate,Salaried,55603.22,12415.05,Home,687,11,69,29.91,2021-04-06 11:04:12.435108,0
CUST1474,69,Female,East,Post-Graduate,Salaried,33807.93,17695.99,Car,751,10,5,42.63,2025-09-13 11:04:12.435108,0
CUST1475,33,Other,North,Post-Graduate,Salaried,58481.22,10757.67,Business,715,2,20,32.37,2022-06-11 11:04:12.435108,0
CUST1476,30,Female,South,Post-Graduate,,40523.21,28901.98,Home,803,4,79,20.91,2024-03-28 11:04:12.435108,0
CUST1477,67,Male,South,Secondary,Self-Employed,49710.95,30352.49,Education,753,4,18,68.24,2019-09-29 11:04:12.435108,1
CUST1478,59,Female,North,Secondary,Salaried,60925.68,1538.12,Education,590,4,2,75.05,2023-03-18 11:04:12.435108,0
CUST1479,47,Female,East,Secondary,Salaried,50128.45,10704.89,Other,833,7,93,30.6,2025-05-26 11:04:12.435108,0
CUST1480,36,Male,East,Secondary,Salaried,41272.28,5034.71,Car,492,8,13,71.95,2023-09-07 11:04:12.435108,1
CUST1481,34,Female,West,Graduate,Self-Employed,47807.8,13499.76,Education,449,12,4,40.84,2022-04-13 11:04:12.435108,1
CUST1482,36,Other,North,Graduate,Self-Employed,48232.74,19165.62,Car,814,8,42,50.53,2016-06-09 11:04:12.435108,0
CUST1483,45,Other,North,Graduate,Salaried,42599.78,5503.55,Education,692,12,74,78.48,2023-11-03 11:04:12.435108,0
CUST1484,43,Female,South,Primary,Salaried,44824.08,10781.4,Other,615,5,61,70.0,2025-07-06 11:04:12.435108,0
CUST1485,54,Male,North,Post-Graduate,Salaried,81972.94,9960.43,Business,375,5,95,74.41,2022-07-27 11:04:12.435108,1
CUST1486,43,,East,Secondary,Self-Employed,61218.39,22072.67,Other,569,8,8,20.95,2019-09-16 11:04:12.435108,1
CUST1487,40,Female,North,Secondary,Self-Employed,44090.39,20693.44,Home,524,3,67,15.58,2023-10-16 11:04:12.435108,0
CUST1488,26,Male,South,Graduate,Salaried,63939.09,12782.62,Education,829,5,63,81.47,2017-07-06 11:04:12.435108,0
CUST1489,29,Other,West,Secondary,Salaried,43323.61,21768.21,Home,412,3,9,41.03,2026-03-13 11:04:12.435108,0
CUST1490,18,Female,South,Secondary,Salaried,73462.49,14533.2,Home,550,10,94,33.03,2017-11-09 11:04:12.435108,0
CUST1491,18,Female,South,Post-Graduate,,57392.84,17283.45,Car,532,0,11,67.98,2019-04-26 11:04:12.435108,0
CUST1492,64,Female,West,Graduate,Salaried,47853.96,36734.52,Education,382,6,99,76.91,2017-08-23 11:04:12.435108,0
CUST1493,51,Male,South,Post-Graduate,Self-Employed,58954.34,33404.61,Home,424,9,42,79.0,2026-04-30 11:04:12.435108,1
CUST1494,49,Male,South,Primary,Self-Employed,18582.48,7004.19,Business,474,10,13,35.28,2017-07-20 11:04:12.435108,0
CUST1495,65,Male,North,Primary,Salaried,27464.65,28297.32,Home,368,11,36,78.18,2024-09-03 11:04:12.435108,0
CUST1496,42,Female,North,Primary,Salaried,26121.5,28113.97,Business,346,5,13,13.27,2022-07-22 11:04:12.435108,0
CUST1497,57,Male,West,Graduate,Salaried,52858.86,8517.37,Car,555,8,12,13.97,2018-02-03 11:04:12.435108,0
CUST1498,62,Male,North,Secondary,Self-Employed,84650.3,28187.78,Home,329,6,37,59.88,2019-05-28 11:04:12.435108,0
CUST1499,18,Male,North,Graduate,Self-Employed,94626.0,35379.32,Other,580,12,74,15.05,2019-07-06 11:04:12.435108,0
